month,currency,rate
2020-03-31,SEK,12.68
2020-03-31,CHF,1.2737
2020-03-31,TWD,39.02
2020-03-31,THB,40.38
2020-03-31,USD,1.2952
2020-03-31,EUR,1.2
2020-03-31,AED,4.7573
2020-03-31,ALL,146.7
2020-03-31,DZD,156.62
2020-03-31,AOA,639.75
2020-03-31,XCD,3.4969
2020-03-31,AMD,619.89
2020-03-31,AWG,2.3183
2020-03-31,AZN,2.1972
2020-03-31,BSD,1.2952
2020-03-31,BHD,0.4883
2020-03-31,BDT,110.15
2020-03-31,BBD,2.5903
2020-03-31,BYN,2.8555
2020-03-31,BZD,2.5903
2020-03-31,XOF,787.18
2020-03-31,BMD,1.2952
2020-03-31,BTN,92.67
2020-03-31,BOB,8.9495
2020-03-31,BAM,2.3471
2020-03-31,BWP,14.26
2020-03-31,BND,1.8063
2020-03-31,BGN,2.3472
2020-03-31,BIF,2442.17
2020-03-31,KHR,5284.22
2020-03-31,XAF,787.18
2020-03-31,CVE,132.77
2020-03-31,KYD,1.062
2020-03-31,CLP,1034.95
2020-03-31,CNY,9.0578
2020-03-31,COP,4414.42
2020-03-31,KMF,590.38
2020-03-31,CDF,2194.63
2020-03-31,CRC,737.62
2020-03-31,HRK,8.9387
2020-03-31,CUP,1.2952
2020-03-31,CZK,29.95
2020-03-31,DJF,230.17
2020-03-31,DOP,69.35
2020-03-31,ECS,1.2952
2020-03-31,EGP,20.2
2020-03-31,SVC,11.33
2020-03-31,ERN,19.42
2020-03-31,ETB,41.48
2020-03-31,FJD,2.8401
2020-03-31,XPF,143.2
2020-03-31,GMD,66.37
2020-03-31,GEL,3.672
2020-03-31,GHS,6.908
2020-03-31,GTQ,9.8934
2020-03-31,GNF,12340.22
2020-03-31,GYD,270.07
2020-03-31,HTG,121.68
2020-03-31,HNL,31.95
2020-03-31,HUF,404.3
2020-03-31,ISK,165.49
2020-03-31,IDR,17730.65
2020-03-31,IQD,1541.23
2020-03-31,JMD,182.36
2020-03-31,JOD,0.9183
2020-03-31,KZT,487.29
2020-03-31,KES,131.19
2020-03-31,KWD,0.3962
2020-03-31,KGS,90.45
2020-03-31,LAK,11534.62
2020-03-31,LBP,1958.27
2020-03-31,LSL,19.41
2020-03-31,LRD,1.2952
2020-03-31,LYD,1.8262
2020-03-31,MOP,10.36
2020-03-31,MKD,73.89
2020-03-31,MGA,4832.86
2020-03-31,MWK,953.97
2020-03-31,MVR,19.91
2020-03-31,MRU,48.35
2020-03-31,MUR,48.5
2020-03-31,MDL,22.96
2020-03-31,MNT,3572.67
2020-03-31,MAD,12.61
2020-03-31,MZN,83.92
2020-03-31,MMK,1878.99
2020-03-31,NPR,148.27
2020-03-31,NIO,44
2020-03-31,NGN,473.37
2020-03-31,OMR,0.4987
2020-03-31,PKR,199.73
2020-03-31,PAB,1.2952
2020-03-31,PGK,4.4157
2020-03-31,PYG,8461.81
2020-03-31,PEN,4.3834
2020-03-31,PLN,5.1298
2020-03-31,QAR,4.7156
2020-03-31,RON,5.7358
2020-03-31,RUB,82.41
2020-03-31,RWF,1221.97
2020-03-31,STD,29594.2
2020-03-31,RSD,141.06
2020-03-31,SCR,18.06
2020-03-31,SLL,12692.49
2020-03-31,SBD,10.66
2020-03-31,SOS,758.31
2020-03-31,LKR,235.71
2020-03-31,SDG,68.31
2020-03-31,SRD,9.6592
2020-03-31,SZL,19.41
2020-03-31,TZS,2991.8
2020-03-31,TOP,1.9407
2020-03-31,TTD,8.7331
2020-03-31,TND,3.7223
2020-03-31,TRY,7.8804
2020-03-31,TMT,4.533
2020-03-31,UGX,4751.91
2020-03-31,UAH,31.71
2020-03-31,UYU,49.28
2020-03-31,UZS,12340.84
2020-03-31,VUV,153.37
2020-03-31,VEF,323207
2020-03-31,VND,30090.3
2020-03-31,WST,3.4579
2020-03-31,YER,323.82
2020-03-31,ZMW,19
2020-03-31,ZWL,468.71
2020-05-15,ARS,81.64
2020-05-15,AUD,1.9526
2020-05-15,BRL,6.6448
2020-05-15,CAD,1.7446
2020-05-15,DKK,8.4906
2020-05-15,HKD,9.5535
2020-05-15,INR,94.52
2020-05-15,ILS,4.3637
2020-05-15,JPY,132.88
2020-05-15,MYR,5.3869
2020-05-15,MXN,30.28
2020-05-15,NZD,2.0726
2020-05-15,NOK,13.28
2020-05-15,PHP,62.59
2020-05-15,SAR,4.6288
2020-05-15,SGD,1.76
2020-05-15,ZAR,23.3482
2020-05-15,KRW,1518.86
2020-05-15,SEK,12.43
2020-05-15,CHF,1.1974
2020-05-15,TWD,37.06
2020-05-15,THB,39.86
2020-05-15,USD,1.2327
2020-05-15,EUR,1.1385
2020-05-15,AED,4.5278
2020-05-15,ALL,141.94
2020-05-15,DZD,158.33
2020-05-15,AOA,692.71
2020-05-15,XCD,3.3283
2020-05-15,AMD,591.45
2020-05-15,AWG,2.2065
2020-05-15,AZN,2.0913
2020-05-15,BSD,1.2327
2020-05-15,BHD,0.46
2020-05-15,BDT,104.71
2020-05-15,BBD,2.4654
2020-05-15,BYN,3.0555
2020-05-15,BZD,2.4654
2020-05-15,XOF,746.79
2020-05-15,BMD,1.2327
2020-05-15,BTN,94.52
2020-05-15,BOB,8.5179
2020-05-15,BAM,2.2267
2020-05-15,BWP,15.14
2020-05-15,BND,1.76
2020-05-15,BGN,2.2267
2020-05-15,BIF,2352.6
2020-05-15,KHR,5029.39
2020-05-15,XAF,746.79
2020-05-15,CVE,126.1
2020-05-15,KYD,1.0108
2020-05-15,CLP,1056.29
2020-05-15,CNY,8.7325
2020-05-15,COP,4996.79
2020-05-15,KMF,560.09
2020-05-15,CDF,2115.3
2020-05-15,CRC,700.28
2020-05-15,HRK,8.6189
2020-05-15,CUP,1.2327
2020-05-15,CZK,31.35
2020-05-15,DJF,219.07
2020-05-15,DOP,67.12
2020-05-15,ECS,1.2327
2020-05-15,EGP,19.41
2020-05-15,SVC,10.78
2020-05-15,ERN,18.49
2020-05-15,ETB,41.12
2020-05-15,FJD,2.8027
2020-05-15,XPF,135.85
2020-05-15,GMD,63.66
2020-05-15,GEL,3.9243
2020-05-15,GHS,7.1127
2020-05-15,GTQ,9.5053
2020-05-15,GNF,11777.18
2020-05-15,GYD,257.77
2020-05-15,HTG,123.22
2020-05-15,HNL,30.59
2020-05-15,HUF,406.18
2020-05-15,ISK,180.57
2020-05-15,IDR,19075.99
2020-05-15,IQD,1466.9
2020-05-15,JMD,172.16
2020-05-15,JOD,0.874
2020-05-15,KZT,539.45
2020-05-15,KES,132.2
2020-05-15,KWD,0.3846
2020-05-15,KGS,98.27
2020-05-15,LAK,11063.44
2020-05-15,LBP,1863.83
2020-05-15,LSL,23.34
2020-05-15,LRD,1.2327
2020-05-15,LYD,1.7443
2020-05-15,MOP,9.8401
2020-05-15,MKD,70.13
2020-05-15,MGA,4675.61
2020-05-15,MWK,907.8
2020-05-15,MVR,19.01
2020-05-15,MRU,46.35
2020-05-15,MUR,49.7
2020-05-15,MDL,22.4
2020-05-15,MNT,3435.52
2020-05-15,MAD,12.3
2020-05-15,MZN,83.17
2020-05-15,MMK,1777.03
2020-05-15,NPR,151.24
2020-05-15,NIO,42.09
2020-05-15,NGN,476.09
2020-05-15,OMR,0.4748
2020-05-15,PKR,197.63
2020-05-15,PAB,1.2327
2020-05-15,PGK,4.2397
2020-05-15,PYG,8004.8
2020-05-15,PEN,4.1542
2020-05-15,PLN,5.1687
2020-05-15,QAR,4.4882
2020-05-15,RON,5.5105
2020-05-15,RUB,93.79
2020-05-15,RWF,1158.36
2020-05-15,STD,28043
2020-05-15,RSD,133.93
2020-05-15,SCR,21.81
2020-05-15,SLL,12142.06
2020-05-15,SBD,10.18
2020-05-15,SOS,714.96
2020-05-15,LKR,238.52
2020-05-15,SDG,68.16
2020-05-15,SRD,9.1934
2020-05-15,SZL,23.34
2020-05-15,TZS,2853.69
2020-05-15,TOP,1.9526
2020-05-15,TTD,8.3174
2020-05-15,TND,3.5692
2020-05-15,TRY,8.6264
2020-05-15,TMT,4.3144
2020-05-15,UGX,4667.67
2020-05-15,UAH,33.3
2020-05-15,UYU,53.22
2020-05-15,UZS,12497
2020-05-15,VUV,149.27
2020-05-15,VEF,306777
2020-05-15,VND,28943.72
2020-05-15,WST,3.4109
2020-05-15,YER,308.6
2020-05-15,ZMW,22.61
2020-05-15,ZWL,446.11
2020-05-22,ARS,81.64
2020-05-22,AUD,1.9526
2020-05-22,BRL,6.6448
2020-05-22,CAD,1.7446
2020-05-22,DKK,8.4906
2020-05-22,HKD,9.5535
2020-05-22,INR,94.52
2020-05-22,ILS,4.3637
2020-05-22,JPY,132.88
2020-05-22,MYR,5.3869
2020-05-22,MXN,30.28
2020-05-22,NZD,2.0726
2020-05-22,NOK,13.28
2020-05-22,PHP,62.59
2020-05-22,SAR,4.6288
2020-05-22,SGD,1.76
2020-05-22,ZAR,23.3482
2020-05-22,KRW,1518.86
2020-05-22,SEK,12.43
2020-05-22,CHF,1.1974
2020-05-22,TWD,37.06
2020-05-22,THB,39.86
2020-05-22,USD,1.2327
2020-05-22,EUR,1.1385
2020-05-22,AED,4.5278
2020-05-22,ALL,141.94
2020-05-22,DZD,158.33
2020-05-22,AOA,692.71
2020-05-22,XCD,3.3283
2020-05-22,AMD,591.45
2020-05-22,AWG,2.2065
2020-05-22,AZN,2.0913
2020-05-22,BSD,1.2327
2020-05-22,BHD,0.46
2020-05-22,BDT,104.71
2020-05-22,BBD,2.4654
2020-05-22,BYN,3.0555
2020-05-22,BZD,2.4654
2020-05-22,XOF,746.79
2020-05-22,BMD,1.2327
2020-05-22,BTN,94.52
2020-05-22,BOB,8.5179
2020-05-22,BAM,2.2267
2020-05-22,BWP,15.14
2020-05-22,BND,1.76
2020-05-22,BGN,2.2267
2020-05-22,BIF,2352.6
2020-05-22,KHR,5029.39
2020-05-22,XAF,746.79
2020-05-22,CVE,126.1
2020-05-22,KYD,1.0108
2020-05-22,CLP,1056.29
2020-05-22,CNY,8.7325
2020-05-22,COP,4996.79
2020-05-22,KMF,560.09
2020-05-22,CDF,2115.3
2020-05-22,CRC,700.28
2020-05-22,HRK,8.6189
2020-05-22,CUP,1.2327
2020-05-22,CZK,31.35
2020-05-22,DJF,219.07
2020-05-22,DOP,67.12
2020-05-22,ECS,1.2327
2020-05-22,EGP,19.41
2020-05-22,SVC,10.78
2020-05-22,ERN,18.49
2020-05-22,ETB,41.12
2020-05-22,FJD,2.8027
2020-05-22,XPF,135.85
2020-05-22,GMD,63.66
2020-05-22,GEL,3.9243
2020-05-22,GHS,7.1127
2020-05-22,GTQ,9.5053
2020-05-22,GNF,11777.18
2020-05-22,GYD,257.77
2020-05-22,HTG,123.22
2020-05-22,HNL,30.59
2020-05-22,HUF,406.18
2020-05-22,ISK,180.57
2020-05-22,IDR,19075.99
2020-05-22,IQD,1466.9
2020-05-22,JMD,172.16
2020-05-22,JOD,0.874
2020-05-22,KZT,539.45
2020-05-22,KES,132.2
2020-05-22,KWD,0.3846
2020-05-22,KGS,98.27
2020-05-22,LAK,11063.44
2020-05-22,LBP,1863.83
2020-05-22,LSL,23.34
2020-05-22,LRD,1.2327
2020-05-22,LYD,1.7443
2020-05-22,MOP,9.8401
2020-05-22,MKD,70.13
2020-05-22,MGA,4675.61
2020-05-22,MWK,907.8
2020-05-22,MVR,19.01
2020-05-22,MRU,46.35
2020-05-22,MUR,49.7
2020-05-22,MDL,22.4
2020-05-22,MNT,3435.52
2020-05-22,MAD,12.3
2020-05-22,MZN,83.17
2020-05-22,MMK,1777.03
2020-05-22,NPR,151.24
2020-05-22,NIO,42.09
2020-05-22,NGN,476.09
2020-05-22,OMR,0.4748
2020-05-22,PKR,197.63
2020-05-22,PAB,1.2327
2020-05-22,PGK,4.2397
2020-05-22,PYG,8004.8
2020-05-22,PEN,4.1542
2020-05-22,PLN,5.1687
2020-05-22,QAR,4.4882
2020-05-22,RON,5.5105
2020-05-22,RUB,93.79
2020-05-22,RWF,1158.36
2020-05-22,STD,28043
2020-05-22,RSD,133.93
2020-05-22,SCR,21.81
2020-05-22,SLL,12142.06
2020-05-22,SBD,10.18
2020-05-22,SOS,714.96
2020-05-22,LKR,238.52
2020-05-22,SDG,68.16
2020-05-22,SRD,9.1934
2020-05-22,SZL,23.34
2020-05-22,TZS,2853.69
2020-05-22,TOP,1.9526
2020-05-22,TTD,8.3174
2020-05-22,TND,3.5692
2020-05-22,TRY,8.6264
2020-05-22,TMT,4.3144
2020-05-22,UGX,4667.67
2020-05-22,UAH,33.3
2020-05-22,UYU,53.22
2020-05-22,UZS,12497
2020-05-22,VUV,149.27
2020-05-22,VEF,306777
2020-05-22,VND,28943.72
2020-05-22,WST,3.4109
2020-05-22,YER,308.6
2020-05-22,ZMW,22.61
2020-05-22,ZWL,446.11
2020-05-31,ARS,81.64
2020-05-31,AUD,1.9526
2020-05-31,BRL,6.6448
2020-05-31,CAD,1.7446
2020-05-31,DKK,8.4906
2020-05-31,HKD,9.5535
2020-05-31,INR,94.52
2020-05-31,ILS,4.3637
2020-05-31,JPY,132.88
2020-05-31,MYR,5.3869
2020-05-31,MXN,30.28
2020-05-31,NZD,2.0726
2020-05-31,NOK,13.28
2020-05-31,PHP,62.59
2020-05-31,SAR,4.6288
2020-05-31,SGD,1.76
2020-05-31,ZAR,23.3482
2020-05-31,KRW,1518.86
2020-05-31,SEK,12.43
2020-05-31,CHF,1.1974
2020-05-31,TWD,37.06
2020-05-31,THB,39.86
2020-05-31,USD,1.2327
2020-05-31,EUR,1.1385
2020-05-31,AED,4.5278
2020-05-31,ALL,141.94
2020-05-31,DZD,158.33
2020-05-31,AOA,692.71
2020-05-31,XCD,3.3283
2020-05-31,AMD,591.45
2020-05-31,AWG,2.2065
2020-05-31,AZN,2.0913
2020-05-31,BSD,1.2327
2020-05-31,BHD,0.46
2020-05-31,BDT,104.71
2020-05-31,BBD,2.4654
2020-05-31,BYN,3.0555
2020-05-31,BZD,2.4654
2020-05-31,XOF,746.79
2020-05-31,BMD,1.2327
2020-05-31,BTN,94.52
2020-05-31,BOB,8.5179
2020-05-31,BAM,2.2267
2020-05-31,BWP,15.14
2020-05-31,BND,1.76
2020-05-31,BGN,2.2267
2020-05-31,BIF,2352.6
2020-05-31,KHR,5029.39
2020-05-31,XAF,746.79
2020-05-31,CVE,126.1
2020-05-31,KYD,1.0108
2020-05-31,CLP,1056.29
2020-05-31,CNY,8.7325
2020-05-31,COP,4996.79
2020-05-31,KMF,560.09
2020-05-31,CDF,2115.3
2020-05-31,CRC,700.28
2020-05-31,HRK,8.6189
2020-05-31,CUP,1.2327
2020-05-31,CZK,31.35
2020-05-31,DJF,219.07
2020-05-31,DOP,67.12
2020-05-31,ECS,1.2327
2020-05-31,EGP,19.41
2020-05-31,SVC,10.78
2020-05-31,ERN,18.49
2020-05-31,ETB,41.12
2020-05-31,FJD,2.8027
2020-05-31,XPF,135.85
2020-05-31,GMD,63.66
2020-05-31,GEL,3.9243
2020-05-31,GHS,7.1127
2020-05-31,GTQ,9.5053
2020-05-31,GNF,11777.18
2020-05-31,GYD,257.77
2020-05-31,HTG,123.22
2020-05-31,HNL,30.59
2020-05-31,HUF,406.18
2020-05-31,ISK,180.57
2020-05-31,IDR,19075.99
2020-05-31,IQD,1466.9
2020-05-31,JMD,172.16
2020-05-31,JOD,0.874
2020-05-31,KZT,539.45
2020-05-31,KES,132.2
2020-05-31,KWD,0.3846
2020-05-31,KGS,98.27
2020-05-31,LAK,11063.44
2020-05-31,LBP,1863.83
2020-05-31,LSL,23.34
2020-05-31,LRD,1.2327
2020-05-31,LYD,1.7443
2020-05-31,MOP,9.8401
2020-05-31,MKD,70.13
2020-05-31,MGA,4675.61
2020-05-31,MWK,907.8
2020-05-31,MVR,19.01
2020-05-31,MRU,46.35
2020-05-31,MUR,49.7
2020-05-31,MDL,22.4
2020-05-31,MNT,3435.52
2020-05-31,MAD,12.3
2020-05-31,MZN,83.17
2020-05-31,MMK,1777.03
2020-05-31,NPR,151.24
2020-05-31,NIO,42.09
2020-05-31,NGN,476.09
2020-05-31,OMR,0.4748
2020-05-31,PKR,197.63
2020-05-31,PAB,1.2327
2020-05-31,PGK,4.2397
2020-05-31,PYG,8004.8
2020-05-31,PEN,4.1542
2020-05-31,PLN,5.1687
2020-05-31,QAR,4.4882
2020-05-31,RON,5.5105
2020-05-31,RUB,93.79
2020-05-31,RWF,1158.36
2020-05-31,STD,28043
2020-05-31,RSD,133.93
2020-05-31,SCR,21.81
2020-05-31,SLL,12142.06
2020-05-31,SBD,10.18
2020-05-31,SOS,714.96
2020-05-31,LKR,238.52
2020-05-31,SDG,68.16
2020-05-31,SRD,9.1934
2020-05-31,SZL,23.34
2020-05-31,TZS,2853.69
2020-05-31,TOP,1.9526
2020-05-31,TTD,8.3174
2020-05-31,TND,3.5692
2020-05-31,TRY,8.6264
2020-05-31,TMT,4.3144
2020-05-31,UGX,4667.67
2020-05-31,UAH,33.3
2020-05-31,UYU,53.22
2020-05-31,UZS,12497
2020-05-31,VUV,149.27
2020-05-31,VEF,306777
2020-05-31,VND,28943.72
2020-05-31,WST,3.4109
2020-05-31,YER,308.6
2020-05-31,ZMW,22.61
2020-05-31,ZWL,446.11
2020-06-30,ARS,83.42
2020-06-30,AUD,1.8595
2020-06-30,BRL,6.9639
2020-06-30,CAD,1.7031
2020-06-30,DKK,8.3231
2020-06-30,HKD,9.5094
2020-06-30,INR,93
2020-06-30,ILS,4.2971
2020-06-30,JPY,131.82
2020-06-30,MYR,5.3411
2020-06-30,MXN,28.56
2020-06-30,NZD,1.9959
2020-06-30,NOK,12.15
2020-06-30,PHP,62.16
2020-06-30,SAR,4.608
2020-06-30,SGD,1.7341
2020-06-30,ZAR,22.0178
2020-06-30,KRW,1509.57
2020-06-30,SEK,11.74
2020-06-30,CHF,1.183
2020-06-30,TWD,36.72
2020-06-30,THB,39.04
2020-06-30,USD,1.227
2020-06-30,EUR,1.1162
2020-06-30,AED,4.5069
2020-06-30,ALL,138.06
2020-06-30,DZD,157.39
2020-06-30,AOA,703.74
2020-06-30,XCD,3.3129
2020-06-30,AMD,593.41
2020-06-30,AWG,2.1963
2020-06-30,AZN,2.0816
2020-06-30,BSD,1.227
2020-06-30,BHD,0.463
2020-06-30,BDT,104.13
2020-06-30,BBD,2.454
2020-06-30,BYN,2.9371
2020-06-30,BZD,2.454
2020-06-30,XOF,732.18
2020-06-30,BMD,1.227
2020-06-30,BTN,93
2020-06-30,BOB,8.4785
2020-06-30,BAM,2.1831
2020-06-30,BWP,14.71
2020-06-30,BND,1.7341
2020-06-30,BGN,2.1833
2020-06-30,BIF,2346.29
2020-06-30,KHR,5039.26
2020-06-30,XAF,732.18
2020-06-30,CVE,124.23
2020-06-30,KYD,1.0061
2020-06-30,CLP,987.57
2020-06-30,CNY,8.7199
2020-06-30,COP,4663.56
2020-06-30,KMF,549.13
2020-06-30,CDF,2184.23
2020-06-30,CRC,700.34
2020-06-30,HRK,8.4575
2020-06-30,CUP,1.227
2020-06-30,CZK,30.46
2020-06-30,DJF,218.06
2020-06-30,DOP,68.09
2020-06-30,ECS,1.227
2020-06-30,EGP,19.4
2020-06-30,SVC,10.73
2020-06-30,ERN,18.4
2020-06-30,ETB,41.86
2020-06-30,FJD,2.7496
2020-06-30,XPF,133.19
2020-06-30,GMD,63.52
2020-06-30,GEL,3.9362
2020-06-30,GHS,7.0859
2020-06-30,GTQ,9.4423
2020-06-30,GNF,11517.79
2020-06-30,GYD,256.42
2020-06-30,HTG,130.74
2020-06-30,HNL,30.46
2020-06-30,HUF,390.76
2020-06-30,ISK,174.69
2020-06-30,IDR,18049.1
2020-06-30,IQD,1460.12
2020-06-30,JMD,180.67
2020-06-30,JOD,0.8699
2020-06-30,KZT,509.18
2020-06-30,KES,131.16
2020-06-30,KWD,0.3788
2020-06-30,KGS,93.42
2020-06-30,LAK,11042.94
2020-06-30,LBP,1855.21
2020-06-30,LSL,22.01
2020-06-30,LRD,1.227
2020-06-30,LYD,1.7423
2020-06-30,MOP,9.7947
2020-06-30,MKD,68.76
2020-06-30,MGA,4680.98
2020-06-30,MWK,905.52
2020-06-30,MVR,19.01
2020-06-30,MRU,46.37
2020-06-30,MUR,48.9
2020-06-30,MDL,21.75
2020-06-30,MNT,3433.74
2020-06-30,MAD,12.01
2020-06-30,MZN,84.45
2020-06-30,MMK,1724.05
2020-06-30,NPR,148.81
2020-06-30,NIO,41.99
2020-06-30,NGN,474.02
2020-06-30,OMR,0.4725
2020-06-30,PKR,197.17
2020-06-30,PAB,1.227
2020-06-30,PGK,4.2309
2020-06-30,PYG,8100.22
2020-06-30,PEN,4.1792
2020-06-30,PLN,5.0613
2020-06-30,QAR,4.4675
2020-06-30,RON,5.4052
2020-06-30,RUB,87.4
2020-06-30,RWF,1153.98
2020-06-30,STD,27607
2020-06-30,RSD,131.24
2020-06-30,SCR,22.06
2020-06-30,SLL,12052.15
2020-06-30,SBD,10.16
2020-06-30,SOS,717.79
2020-06-30,LKR,229.63
2020-06-30,SDG,67.85
2020-06-30,SRD,9.1509
2020-06-30,SZL,22.01
2020-06-30,TZS,2840.49
2020-06-30,TOP,1.8595
2020-06-30,TTD,8.2778
2020-06-30,TND,3.5282
2020-06-30,TRY,8.3226
2020-06-30,TMT,4.3067
2020-06-30,UGX,4644.61
2020-06-30,UAH,32.79
2020-06-30,UYU,53.55
2020-06-30,UZS,12428.92
2020-06-30,VUV,148.01
2020-06-30,VEF,304175
2020-06-30,VND,28555.27
2020-06-30,WST,3.3681
2020-06-30,YER,307.17
2020-06-30,ZMW,22.3
2020-06-30,ZWL,444.04
2020-07-31,ARS,87.2755
2020-07-31,AUD,1.8136
2020-07-31,BRL,6.5788
2020-07-31,CAD,1.6997
2020-07-31,DKK,8.3314
2020-07-31,HKD,9.7186
2020-07-31,INR,95.5
2020-07-31,ILS,4.3279
2020-07-31,JPY,134.48
2020-07-31,MYR,5.3677
2020-07-31,MXN,27.95
2020-07-31,NZD,1.9377
2020-07-31,NOK,11.94
2020-07-31,PHP,62.77
2020-07-31,SAR,4.704
2020-07-31,SGD,1.747
2020-07-31,ZAR,21.54
2020-07-31,KRW,1522.28
2020-07-31,SEK,11.72
2020-07-31,CHF,1.1944
2020-07-31,TWD,37.12
2020-07-31,THB,39.16
2020-07-31,USD,1.254
2020-07-31,EUR,1.1174
2020-07-31,AED,4.6061
2020-07-31,ALL,138.88
2020-07-31,DZD,161.67
2020-07-31,AOA,750.91
2020-07-31,XCD,3.3858
2020-07-31,AMD,607.9
2020-07-31,AWG,2.2447
2020-07-31,AZN,2.1274
2020-07-31,BSD,1.254
2020-07-31,BHD,0.4728
2020-07-31,BDT,106.65
2020-07-31,BBD,2.508
2020-07-31,BYN,2.9944
2020-07-31,BZD,2.508
2020-07-31,XOF,732.96
2020-07-31,BMD,1.254
2020-07-31,BTN,95.5
2020-07-31,BOB,8.6651
2020-07-31,BAM,2.1854
2020-07-31,BWP,14.7
2020-07-31,BND,1.747
2020-07-31,BGN,2.1857
2020-07-31,BIF,2396.38
2020-07-31,KHR,5098.75
2020-07-31,XAF,732.96
2020-07-31,CVE,123.29
2020-07-31,KYD,1.0283
2020-07-31,CLP,1000.52
2020-07-31,CNY,8.8847
2020-07-31,COP,4707.34
2020-07-31,KMF,549.72
2020-07-31,CDF,2382.9
2020-07-31,CRC,720.49
2020-07-31,HRK,8.4324
2020-07-31,CUP,1.254
2020-07-31,CZK,29.71
2020-07-31,DJF,222.86
2020-07-31,DOP,73.23
2020-07-31,ECS,1.254
2020-07-31,EGP,20.29
2020-07-31,SVC,11.02
2020-07-31,ERN,18.81
2020-07-31,ETB,43.37
2020-07-31,FJD,2.7264
2020-07-31,XPF,133.34
2020-07-31,GMD,65.019
2020-07-31,GEL,3.8034
2020-07-31,GHS,7.2606
2020-07-31,GTQ,9.6615
2020-07-31,GNF,12058.44
2020-07-31,GYD,263.34
2020-07-31,HTG,139.58
2020-07-31,HNL,31.06
2020-07-31,HUF,385.14
2020-07-31,ISK,170.29
2020-07-31,IDR,17659.42
2020-07-31,IQD,1492.88
2020-07-31,JMD,176.22
2020-07-31,JOD,0.8891
2020-07-31,KZT,507.51
2020-07-31,KES,133.29
2020-07-31,KWD,0.386
2020-07-31,KGS,93.65
2020-07-31,LAK,11361.21
2020-07-31,LBP,1896.04
2020-07-31,LSL,21.54
2020-07-31,LRD,1.254
2020-07-31,LYD,1.7493
2020-07-31,MOP,10.0102
2020-07-31,MKD,68.8
2020-07-31,MGA,4818.48
2020-07-31,MWK,924.27
2020-07-31,MVR,19.32
2020-07-31,MRU,47.07
2020-07-31,MUR,49.84
2020-07-31,MDL,21.6
2020-07-31,MNT,3533.76
2020-07-31,MAD,12.14
2020-07-31,MZN,86.5
2020-07-31,MMK,1762.53
2020-07-31,NPR,152.81
2020-07-31,NIO,43.01
2020-07-31,NGN,484.98
2020-07-31,OMR,0.4828
2020-07-31,PKR,207.47
2020-07-31,PAB,1.254
2020-07-31,PGK,4.342
2020-07-31,PYG,8412.41
2020-07-31,PEN,4.3758
2020-07-31,PLN,4.9815
2020-07-31,QAR,4.5658
2020-07-31,RON,5.4028
2020-07-31,RUB,87.35
2020-07-31,RWF,1182.61
2020-07-31,STD,27587.90
2020-07-31,RSD,131.36
2020-07-31,SCR,22.38
2020-07-31,SLL,12351.88
2020-07-31,SBD,10.45
2020-07-31,SOS,729.82
2020-07-31,LKR,233.93
2020-07-31,SDG,69.37
2020-07-31,SRD,9.3523
2020-07-31,SZL,21.54
2020-07-31,TZS,2901.74
2020-07-31,TOP,1.8136
2020-07-31,TTD,8.4474
2020-07-31,TND,3.5745
2020-07-31,TRY,8.5993
2020-07-31,TMT,4.389
2020-07-31,UGX,4671.14
2020-07-31,UAH,33.6
2020-07-31,UYU,53.35
2020-07-31,UZS,12730.46
2020-07-31,VUV,145.98
2020-07-31,VEF,309158
2020-07-31,VND,29089.63
2020-07-31,WST,3.3502
2020-07-31,YER,313.93
2020-07-31,ZMW,22.91
2020-07-31,ZWL,453.82
2020-08-03,ARS,91.3814
2020-08-03,AUD,1.7825
2020-08-03,BRL,6.4923
2020-08-03,CAD,1.7098
2020-08-03,DKK,8.175
2020-08-03,HKD,9.8692
2020-08-03,INR,95.17
2020-08-03,ILS,4.3527
2020-08-03,JPY,136.46
2020-08-03,MYR,5.4141
2020-08-03,MXN,28.27
2020-08-03,NZD,1.9092
2020-08-03,NOK,11.61
2020-08-03,PHP,62.87
2020-08-03,SAR,4.7746
2020-08-03,SGD,1.7617
2020-08-03,ZAR,20.91
2020-08-03,KRW,1521.86
2020-08-03,SEK,11.26
2020-08-03,CHF,1.1829
2020-08-03,TWD,37.43
2020-08-03,THB,40.28
2020-08-03,USD,1.2732
2020-08-03,EUR,1.0982
2020-08-03,AED,4.6765
2020-08-03,ALL,135.97
2020-08-03,DZD,162.54
2020-08-03,AOA,703.46
2020-08-03,XCD,3.4375
2020-08-03,AMD,616.41
2020-08-03,AWG,2.2789
2020-08-03,AZN,2.1631
2020-08-03,BSD,1.2732
2020-08-03,BHD,0.48
2020-08-03,BDT,108.02
2020-08-03,BBD,2.5463
2020-08-03,BYN,3.0362
2020-08-03,BZD,2.5463
2020-08-03,XOF,720.37
2020-08-03,BMD,1.2732
2020-08-03,BTN,95.17
2020-08-03,BOB,8.7975
2020-08-03,BAM,2.1479
2020-08-03,BWP,14.55
2020-08-03,BND,1.7617
2020-08-03,BGN,2.1481
2020-08-03,BIF,2452.98
2020-08-03,KHR,5219.93
2020-08-03,XAF,720.37
2020-08-03,CVE,121.66
2020-08-03,KYD,1.044
2020-08-03,CLP,976.45
2020-08-03,CNY,8.9158
2020-08-03,COP,4612.29
2020-08-03,KMF,540.28
2020-08-03,CDF,2486.47
2020-08-03,CRC,739.66
